"id","item_number","description","cost","mode","type","active"
"9155","8N-7928","BRG-CRANK","515.37",NULL,"inventoryitem",True
"9156","8N-7923","BRG-CRANK","197.87",NULL,"inventoryitem",True
"9157","331-3343","50 FEET INTERCONNECT WIRING HARNESS",NULL,NULL,"inventoryitem",True
"9158","HC361304","UPDATE",NULL,"Admin","inventoryitem",False
"916","295844F","MAG PICKUP WAUKESHA",NULL,"ENGINE PROGRAM","inventoryitem",True
"9167","10188-60","UPDATE",NULL,"Admin","inventoryitem",False
"9168","661530C8","UPDATE",NULL,"Admin","inventoryitem",False
"917","297-1744","GASKET KIT  WATER PUMP 3406","24.57","CONSUMABLE","inventoryitem",True
"9171","NH16006500B0650","DRESSER SLEVE 2X2","200",NULL,"inventoryitem",True
"9172","NH16006600N0650","3X2 DRESSER SLEVE","220",NULL,"inventoryitem",True
"9173","216-0570","UPDATE","250",NULL,"inventoryitem",True
"9175","6-907-153","UPDATE",NULL,"Admin","inventoryitem",False
"9177","208662","ARROW VRG 330 THERMOSTAT 180 D","99.43",NULL,"inventoryitem",True
"9179","163666","UPDATE",NULL,"Admin","inventoryitem",False
"918","298-8838","USE 400-12353",NULL,"ENGINE PROGRAM","inventoryitem",True
"9182","822019000","UPDATE",NULL,NULL,"inventoryitem",True
"9184","204.9","UPDATE",NULL,NULL,"inventoryitem",True
"9185","99211","UPDATE",NULL,"Admin","inventoryitem",False
"9186","BM1757A","UPDATE",NULL,NULL,"inventoryitem",True
"9187","M-177","BEARING PILOT MACH","27.52",NULL,"inventoryitem",True
"9188","M1590","UPDATE","20",NULL,"inventoryitem",True
"9189","163505-B","UPDATE",NULL,NULL,"inventoryitem",True
"919","298-8840","CAT; HARNESS ALTERNATOR",NULL,"CONSUMABLE","inventoryitem",True
"9191","OFK-1-E-Q","UPDATE",NULL,"Admin","inventoryitem",False
"9192","6-907-142","UPDATE",NULL,"Admin","inventoryitem",False
"9193","6-907-185","UPDATE",NULL,"Admin","inventoryitem",False
"9195","A-960-203L","UPDATE",NULL,NULL,"inventoryitem",True
"9197","A145037","LIFTER VALVE 817 WAUK ARROW","37.14",NULL,"inventoryitem",True
"9198","3301IN","UPDATE",NULL,NULL,"inventoryitem",True
"92","0R-0804","PUMP  WATER 379","1964.27","ENGINE PROGRAM","inventoryitem",True
"920","299H-R","FISHER 299H REMAN","939.08","CONSUMABLE","inventoryitem",True
"9201","7456-A","INJECTOR REPAIR KIT, AJAX",NULL,"Admin","inventoryitem",True
"9202","YH-4370-B-C","AJAX: PISTON WRIST PIN","430",NULL,"inventoryitem",True
"9203","BM-165802","AJAX; VALVE","626","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9204","HW-145208","UPDATE",NULL,"Admin","inventoryitem",False
"9205","6-918-311","UPDATE",NULL,"Admin","inventoryitem",False
"9206","6-936-1","UPDATE",NULL,"Admin","inventoryitem",False
"9207","A7M51436","UPDATE",NULL,NULL,"inventoryitem",True
"9208","HE4W5739","UPDATE",NULL,"Admin","inventoryitem",False
"9209","47108F","UPDATE","10",NULL,"inventoryitem",True
"921","2A-0762","CAPSCREW","0.26","CONSUMABLE","inventoryitem",True
"9210","406-3723","BEARING THRUST .75 IN ID","2.98",NULL,"inventoryitem",True
"9211","6W-5279","UPDATE",NULL,"Admin","inventoryitem",False
"9212","2045-10000","UPDATE",NULL,NULL,"inventoryitem",True
"9214","6-0717","UPDATE",NULL,"Admin","inventoryitem",False
"9215","6-2900","UPDATE",NULL,"Admin","inventoryitem",False
"9219","6-918-308","UPDATE",NULL,"Admin","inventoryitem",False
"922","2A-1162","CAT: GASKET","2.61","CONSUMABLE","inventoryitem",True
"9220","6-932-262HC","UPDATE",NULL,"Admin","inventoryitem",False
"9221","40016028","UPDATE",NULL,"Admin","inventoryitem",False
"9222","400-12773","UPDATE",NULL,NULL,"inventoryitem",True
"9223","3084834","CUMMINS: BALL BEARING","29.99",NULL,"inventoryitem",True
"9224","5482740","CUMMINS: ALTERNATOR","622",NULL,"inventoryitem",True
"9225","2-261-E-R","UPDATE",NULL,"Admin","inventoryitem",False
"9228","B-0070-G","ARIEL: SUC VLV,117R1","419",NULL,"inventoryitem",True
"9229","B-1468-BB","ARIEL: DIS VLV, 70RX ,MTX","580",NULL,"inventoryitem",True
"923","2A-3541","GASKET","3.34","CONSUMABLE","inventoryitem",True
"9230","1-01-20206","C.P. 3"""" DISCH VALVE","325",NULL,"inventoryitem",True
"9231","1-01-40051","DIS VLV 7.75""""-8.50"""" A354","432.92",NULL,"inventoryitem",True
"9232","A-2894-E2","ARIEL: AWAITING UPDATE & PRICING FROM VENDOR","25",NULL,"inventoryitem",True
"9233","471526","SEAL","3.31",NULL,"inventoryitem",True
"9234","295380L","UPDATE","100",NULL,"inventoryitem",True
"9235","6-900-1011","UPDATE",NULL,"Admin","inventoryitem",False
"9236","5BMTK2","UPDATE",NULL,NULL,"inventoryitem",True
"9239","3984","UPDATE","82.89",NULL,"inventoryitem",True
"924","2A-4429","LOCK 343 CAT","0.98","CONSUMABLE","inventoryitem",True
"9240","7188S","UPDATE",NULL,NULL,"inventoryitem",True
"9242","3920","UPDATE","82.89",NULL,"inventoryitem",True
"9243","DOD143135","UPDATE",NULL,"Admin","inventoryitem",False
"9244","AR0-120","UPDATE",NULL,"Admin","inventoryitem",False
"9245","AR0-130","UPDATE",NULL,"Admin","inventoryitem",False
"9246","TWA5579D","KILGORE COUNT PLEASE UPDATE",NULL,NULL,"inventoryitem",False
"9247","208706E","UPDATE","500",NULL,"inventoryitem",True
"9248","208689D","UPDATE","500",NULL,"inventoryitem",True
"9249","5357KIT","UPDATE",NULL,NULL,"inventoryitem",True
"925","2A-5546","HEX BOLT",NULL,"CONSUMABLE","inventoryitem",True
"9250","B809K","UPDATE",NULL,NULL,"inventoryitem",True
"9251","C100834L","PIPE ASM., I.C. INLET/OUTLET","143.12",NULL,"inventoryitem",True
"9252","2-01-60270","UPDATE","825",NULL,"inventoryitem",True
"9253","2-01-60269","UPDATE","825",NULL,"inventoryitem",True
"9254","A-122-C-4","ARIEL: AWAITING UPDATE & PRICING FROM VENDOR",NULL,"Admin","inventoryitem",False
"9255","KT-2-01-30389","KILGORE COUNT PLEASE UPDATE",NULL,"Admin","inventoryitem",False
"9256","KT-2-01-55142","UPDATE",NULL,NULL,"inventoryitem",True
"9257","KT-2-01-30388","UPDATE",NULL,"Admin","inventoryitem",False
"9258","KT-2-01-55141","UPDATE",NULL,"Admin","inventoryitem",False
"9259","2348829","UPDATE",NULL,"Admin","inventoryitem",False
"926","2A14-AW-R","MAG REBUILT ALT 5",NULL,"ENGINE PROGRAM","inventoryitem",True
"9260","V1656-T","LUBE SOCK","12.41",NULL,"inventoryitem",True
"9261","T31210001702R","AIR STARTER, 90PSI, 3300 SERIES","2700",NULL,"inventoryitem",True
"9262","340624VSTATER","STARTER","700",NULL,"inventoryitem",True
"9265","M19C460-6","UPDATE",NULL,"Admin","inventoryitem",True
"9266","410-12687","KTA19 STARTER","275.68",NULL,"inventoryitem",True
"9267","410-12222","STARTER","278.22",NULL,"inventoryitem",True
"9268","208350-R","UPDATE",NULL,NULL,"inventoryitem",True
"9269","P74515200SA00R0018","BELGAS P7400 DUMP VALVE1'' MNP","183.75",NULL,"inventoryitem",True
"927","2A14A","MAGNETO ALTRONIC V 2-OUTPUT FL","1000","CONSUMABLE","inventoryitem",True
"928","2A584","SOCKET RELAY 14PIN",NULL,"CONSUMABLE","inventoryitem",True
"929","2B-0050","SEAL  BELT TIGHTENER  3304 CAT","9.2","CONSUMABLE","inventoryitem",True
"93","0R-0915","CAT; CON ROD, 3300, REMAN (NEW 8N-1984)",NULL,"MAJOR COMPONENTS","inventoryitem",True
"930","2B-2695","BOLT 5/16-18 X 0.875""""","0.59","CONSUMABLE","inventoryitem",True
"931","2B97","POWERBAND","25.27","CONSUMABLE","inventoryitem",True
"932","2C158","BELT 115 AJAX",NULL,"CONSUMABLE","inventoryitem",True
"9320","3074273","CUMMINS; GOVERNOR, HYDRAULIC, KTA19",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9321","GEM-9-105621","2.000"" PACKING/WIPER KIT HIGH PRESSURE","409.7","CONSUMABLE","inventoryitem",True
"9322","1-01-30390","GEMINI; SUCTION VALVE KIT, 77CT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9323","1-01-30391","GEMINI; DISCHARGE VALVE KIT, 77CT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9324","10-026743","GEMINI; PRESSURE PACKING REBUILD KIT, E504, 2.250"", 3RD STAGE",NULL,"CONSUMABLE","inventoryitem",True
"9325","2047-100067","GEMINI; PISTON RINGS, 7.500""",NULL,"CONSUMABLE","inventoryitem",True
"9326","02-53703503","M-LINK TRI-MODE AMD 12' HARNESS CELL & SATELLITE",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9327","02-53050082","M-LINK MOUNTING BRACKET AND ALL HARDWARE NEEDED TO MOUNT TO A POLE OR MAG MOUNT","340","MAJOR COMPONENTS","inventoryitem",True
"9328","11R-1267","ECM 3304 B MODEL",NULL,"ENGINE PROGRAM","inventoryitem",True
"9329","300001","CIP; CRANKCASE FRAME, PXT2, REMAN",NULL,"MAJOR COMPONENTS","inventoryitem",True
"933","2CAP","RAIN CAP  2""""",NULL,"CONSUMABLE","inventoryitem",True
"9330","10-026744","GEMINI; PRESSURE PACKING REBUILD KIT, E504",NULL,"CONSUMABLE","inventoryitem",True
"9331","10-029953","GEMINI; PRESSURE PACKING REBUILD KIT, E504",NULL,"CONSUMABLE","inventoryitem",True
"9332","20067-100067","GEMINI; PISTON RING, 14.5"", 89/95 SERIES",NULL,"CONSUMABLE","inventoryitem",True
"9333","MCC-7140-2","CATALYST; ELEMENT, OXIDATION",NULL,"CONSUMABLE","inventoryitem",True
"9334","D-1095","ARIEL; JGE COMPRESSOR FRAME ",NULL,"FRAME PROGRAM","inventoryitem",True
"9335","AD-2217","ARIEL; JGE CRANKSHAFT",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9336","D-5652","ARIEL; CONNECTING ROD, JGE",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9337","B-0220","ARIEL; CONNECTING ROD BEARINGS, JGE",NULL,"CONSUMABLE","inventoryitem",True
"9338","A-0594","ARIEL; SHAFT SEAL HOUSING",NULL,"CONSUMABLE","inventoryitem",True
"9339","455-6129","CAT: KIT- WATER PUMP INSTALL, 3406",NULL,"CONSUMABLE","inventoryitem",True
"934","2D-4867","FITTING",NULL,"CONSUMABLE","inventoryitem",True
"9340","122-3772","CAT; SEAL O RING 3406 WATER PUMP",NULL,"CONSUMABLE","inventoryitem",True
"9341","443-8077","CAT: EXHAUST WASTEGATE HOUSING ASSEM",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9342","329-7488","seal assembly exhaust 3500 series","333.43","ENGINE PROGRAM","inventoryitem",True
"9344","TCK2HD-EXPLOSION","TYPE K SINGLE ELEMENT, 1/4, 316SS 2.0 LENGTH BLUE EXPLOSION PROOF HEAD",NULL,"CONSUMABLE","inventoryitem",True
"9345","347-6380-R","CAT; EXHAUST MANIFOLD, SQUARE/2T, 3306NA, REMAN","1376.96","MAJOR COMPONENTS","inventoryitem",True
"9346","BV1ANVIL-CS","BALL VALVE; 1"" REDUCED PORT, ANVIL/SHARP WITH LOCKING HANDLE, 2000#",NULL,"CONSUMABLE","inventoryitem",True
"9348","222-4701","exhaust manifold bellows 3500 ulb",NULL,"ENGINE PROGRAM","inventoryitem",True
"9349","TELLUS46-5","HYDRAX OIL",NULL,"CONSUMABLE","inventoryitem",True
"935","2D-6235","NUT",NULL,"CONSUMABLE","inventoryitem",True
"9350","RV10-GN-1VV-0635","RV10 SERIES 2.00 MNPT X 2.00 FNPT'G' ORIFICE CS BODY/ SST TRIM VITON SEAT/ DRSLD DRY @ 635 PSIG(351-650-5641 SCFM)
",NULL,"CONSUMABLE","inventoryitem",True
"9351","456-0793","CAT; TERMINAL BLOCK",NULL,"CONSUMABLE","inventoryitem",True
"9352","3912-8347","CAT: ENGINE WIRING HARNESS
",NULL,"Admin","inventoryitem",False
"9353","467-8466","WATER PUMP INSTALL GASKET KIT","39.16",NULL,"inventoryitem",True
"9354","6V-5061","ORING SEAL","3.16",NULL,"inventoryitem",True
"9355","8B-7377","BOLT","1",NULL,"inventoryitem",True
"9356","P-0537","WASHER",NULL,"Admin","inventoryitem",False
"9357","70-1598","MIXER",NULL,NULL,"inventoryitem",True
"9358","B-2372-U","ARIEL: SUC VLV,147CT,NYX,D/S","1427",NULL,"inventoryitem",True
"9359","9Y-1568","WATER PUMP HOUSING","662.42",NULL,"inventoryitem",True
"936","2DW71","14PIN 24VDC RELAY","65.29","CONSUMABLE","inventoryitem",True
"9360","7N-4939","OIL COOLER, BONNET","753.43",NULL,"inventoryitem",True
"9361","21153","UPDATE","50",NULL,"inventoryitem",True
"9362","T112-60001-B1R","ROTATION: RIGHT-HAND, MAX PRESSURE: 150 PSI, TOOTH COUNT, PITCH: 12T, 6/8P, FLANGE: SAE 03","5250",NULL,"inventoryitem",True
"9363","387-5304","387-5304","147.81",NULL,"inventoryitem",True
"9364","C-208","V-BELT","37.11",NULL,"inventoryitem",True
"9365","C-185","V-BELT","33",NULL,"inventoryitem",True
"9366","505-3823","UPDATE",NULL,NULL,"inventoryitem",True
"9367","00944AD","UPDATE",NULL,NULL,"inventoryitem",True
"9368","00-03-2331","SPARK PLUG WIRES","78.75",NULL,"inventoryitem",True
"9369","401-4166-R","UPDATE",NULL,NULL,"inventoryitem",True
"937","2ER16","RED PUSH BUTTON","9","CONSUMABLE","inventoryitem",True
"9370","433-1247","UPDATE",NULL,NULL,"inventoryitem",True
"9372","PRV-1-5000","INVALID PN ( DO NOT USE)",NULL,"Admin","inventoryitem",False
"9373","PRV-1X1-1200","PRV; 1"" INLET X 1"" OUTLET; THREADED; 1200 PSI","255.41","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9374","PRV-1-250","INVALID PN ( DO NOT USE)",NULL,"Admin","inventoryitem",False
"9375","X1727764","X1727764",NULL,"Admin","inventoryitem",False
"9376","9X-6380","9X-6380","2.67",NULL,"inventoryitem",True
"9377","134-2540","CAT: 3 PIN CONNECTOR RECEPTACLE","19.09",NULL,"inventoryitem",True
"9378","4N-8246","4N-8246","1956.31",NULL,"inventoryitem",True
"9379","RADIATOR CAPS","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"938","2ER59","EMERGENCY STOP SWI","129.2","CONSUMABLE","inventoryitem",True
"9380","AIR FILTER CLEANER/LID","AIR FILTER CLEANER/LID",NULL,NULL,"inventoryitem",True
"9381","19-66453-112","UPDATE",NULL,NULL,"inventoryitem",True
"9383","A-0339","UPDATE",NULL,NULL,"inventoryitem",True
"9384","67CF-1663-38501","67CF SERIES INSTRUMENT SUPPLY REGULATORS","156",NULL,"inventoryitem",True
"9385","A-5545-C","USE PN A-5545 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9386","A-5555-C","ARIEL: 18T DIVIDER VALVE",NULL,NULL,"inventoryitem",True
"9387","A-5549-C","USE PN A-5549 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9388","A-5533-C","ARIEL: 3 BLOCK BASEPLATE, MH","205",NULL,"inventoryitem",True
"9389","A-5543-C","A-5543-C",NULL,NULL,"inventoryitem",True
"939","2GXY9","RTV SILICONE SEALANT",NULL,"CONSUMABLE","inventoryitem",True
"9390","A-5551-C","USE PN A-5551 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9391","588-9003","588-9003","5908.24",NULL,"inventoryitem",True
"9394","13029","UPDATE","40",NULL,"inventoryitem",True
"9397","KB-7646-HN","ARIEL: KIT,VLV,155CP,CPP","508",NULL,"inventoryitem",True
"9398","KB-7647-HN","ARIEL: KIT,VLV, 155CP,CPP","508",NULL,"inventoryitem",True
"9399","KB-8364-HN","ARIEL: KIT,VLV,127CP,CPP","401",NULL,"inventoryitem",True
"94","0R-0916","ROD AS-CONNECTING G3400 CG137",NULL,"ENGINE PROGRAM","inventoryitem",True
"940","2H-0210","SPRING","22.46","CONSUMABLE","inventoryitem",True
"9400","KB-8363-HM","ARIEL: KIT,VLV,127CP,CPP","401",NULL,"inventoryitem",True
"9401","363-7451","363-7451","899.72",NULL,"inventoryitem",True
"9402","IPD-7N-0110","ENGINE OIL COOLER","299.48",NULL,"inventoryitem",True
"9403","407-2426","UPDATE","43.1",NULL,"inventoryitem",True
"9404","381-0870","UPDATE",NULL,NULL,"inventoryitem",True
"9405","381-0871","UPDATE",NULL,NULL,"inventoryitem",True
"9406","5N-9366","5N-9366","71.64",NULL,"inventoryitem",True
"9407","6L-3363","6L-3363","0.59",NULL,"inventoryitem",True
"9408","2P-2201","UPDATE",NULL,NULL,"inventoryitem",True
"9409","142-9675","142-9675","62.48",NULL,"inventoryitem",True
"941","2J-0157","O-RING","2.46","CONSUMABLE","inventoryitem",True
"9411","234-4012","UPDATE","25",NULL,"inventoryitem",True
"9412","405-1554","UPDATE",NULL,NULL,"inventoryitem",True
"9413","ENTERING SLEEVE","ENTERING SLEEVE",NULL,NULL,"inventoryitem",True
"9414","96-X1641-225","UPDATE",NULL,NULL,"inventoryitem",True
"9415","791-013-6","UPDATE","150",NULL,"inventoryitem",True
"9417","E2484897A","UPDATE","50",NULL,"inventoryitem",True
"9418","PXT-K-30V30","VACUUM/PRESSURE TRANSMITTER","429.49","Admin","inventoryitem",True
"9419","53702504","UPDATE",NULL,NULL,"inventoryitem",True
"942","2J-6540","CLAMP HOSE CAT P/N 2J-6540","3.59","CONSUMABLE","inventoryitem",True
"9420","2P-8738","2P-8738","1245.03",NULL,"inventoryitem",True
"9421","7N-7163","7N-7163","391.25",NULL,"inventoryitem",True
"9422","406-1771","DISTANCE PIECE HP COMPRESSOR","712.65",NULL,"inventoryitem",True
"9423","5-106011","GEMINI: PISTON & ROD ASSY,5.00"" X 3.00""","1816",NULL,"inventoryitem",True
"9424","5-106011-C","UPDATE",NULL,NULL,"inventoryitem",True
"9425","8N-1005","CAT: 3056 3508 3512 DIESEL ENGINE WATER PUMP","1500",NULL,"inventoryitem",True
"9426","537-02504A","UPDATE",NULL,NULL,"inventoryitem",True
"9427","472-8429","472-8429","7408.67",NULL,"inventoryitem",True
"9428","5P-7162","5P-7162","1.98",NULL,"inventoryitem",True
"9429","8T-6761","8T-6761","16.3",NULL,"inventoryitem",True
"943","2L-4238","RADIATOR MT 3300","10.46","CONSUMABLE","inventoryitem",True
"9430","340-8563","UPDATE",NULL,NULL,"inventoryitem",True
"9431","341-2213","UPDATE",NULL,NULL,"inventoryitem",True
"9433","37MT24V11T","UPDATE",NULL,NULL,"inventoryitem",True
"9434","B-0894","ARIEL: VLV RET,DIS,11-1/2RHE 10-3/8RJ","309",NULL,"inventoryitem",True
"9435","PRV-1.5-200-300","RELIEF VALVE, 1.5"",NPT - 200-300PSI","250","Admin","inventoryitem",True
"9436","PRV-1-125","INVALID PN ( DO NOT USE)",NULL,"Admin","inventoryitem",False
"9437","RV-1-1440","RV-1-1440",NULL,NULL,"inventoryitem",False
"9438","RV-1-250","RV-1-250",NULL,NULL,"inventoryitem",False
"9439","PRV-1-35","INVALID PN ( DO NOT USE)",NULL,"Admin","inventoryitem",False
"944","2M-0849","WASHER","0.32","CONSUMABLE","inventoryitem",True
"9440","PRV-2-1250","RELIEF VALVE, 2"",NPT - 1250PSI","500","Admin","inventoryitem",True
"9441","PRV-2-2000","RELIEF VALVE, 2"",NPT - 2000PSI","500","Admin","inventoryitem",True
"9442","TDXM","24 CHANNEL TEMPERATURE SCANNER / PYROMETER. MODBUS COMMUNICATIONS, PROGRAMMABLE TRIP POINTS","2191.49",NULL,"inventoryitem",True
"9444","4661","UPDATE","7.2",NULL,"inventoryitem",True
"945","2M-1778","RETAINER CAT","12.56","CONSUMABLE","inventoryitem",True
"9455","100149","UPDATE",NULL,NULL,"inventoryitem",True
"9456","102998","UPDATE",NULL,NULL,"inventoryitem",True
"9457","109341","UPDATE","93.59",NULL,"inventoryitem",True
"9458","124577","FLANGE GASKET","23.65",NULL,"inventoryitem",True
"946","2M-2570","CAT: 1/2''-20 HEX LOCK NUT",NULL,"CONSUMABLE","inventoryitem",True
"947","2M-8691","O RING SQUARE CUT CAT","6.9","CONSUMABLE","inventoryitem",True
"9470","541223","UPDATE",NULL,NULL,"inventoryitem",True
"9473","541601","CIP: SUCTION VALVE","122.25",NULL,"inventoryitem",True
"9474","541621","UPDATE",NULL,NULL,"inventoryitem",True
"9476","1037107","COVER ASSEMBLY",NULL,NULL,"inventoryitem",True
"9477","2880214","UPDATE","16.28",NULL,"inventoryitem",True
"9478","2894740","UPDATE","46.69",NULL,"inventoryitem",True
"9479","3001305","CUMMINS: GASKET,WATER","32.46",NULL,"inventoryitem",True
"948","2M-9780","O-RING","2","CONSUMABLE","inventoryitem",True
"9482","3029847","CUMMINS: O'RING SEAL","2.89",NULL,"inventoryitem",True
"9484","3078017","CUMMINS: SEAL OIL","49.63",NULL,"inventoryitem",True
"9487","3088298","CUMMINS: RING - LINER SEAL - BRASS","7.2",NULL,"inventoryitem",True
"9489","3283719","CUMMINS: ALTERNATOR PULLEY","100",NULL,"inventoryitem",True
"949","2N-0568","CAT: GASKET CAT",NULL,"CONSUMABLE","inventoryitem",True
"9491","3394620","CUMMINS: THROTTLE VALVE GASKET","13.14",NULL,"inventoryitem",True
"9495","3866096","CUMMINS; O-RING","2.5",NULL,"inventoryitem",True
"9498","4062858","CUMMINS: WOODWARD GOVERNOR 855","8995.82","MAJOR COMPONENTS","inventoryitem",True
"95","0R-0920","OIL PUMP, CAT","805.18","ENGINE PROGRAM","inventoryitem",True
"950","2N-0570","CAT: 0.79MM THICK EXPANSION TANK GASKET",NULL,"CONSUMABLE","inventoryitem",True
"9502","4916253","CUMMINS: O-RING SEAL","27.9",NULL,"inventoryitem",True
"9504","4955976","CUMMINS: PISTON RING SET","298.36",NULL,"inventoryitem",True
"9509","5483423","CUMMINS: V RIBBED BELT","158.87",NULL,"inventoryitem",True
"951","2N-0741","GASKET  CAT",NULL,"CONSUMABLE","inventoryitem",True
"9510","10700086","TEMPERATURE SWITCHGAGET","548.99",NULL,"inventoryitem",True
"9512","8530621001","UPDATE",NULL,NULL,"inventoryitem",True
"9513","00-03-1016","UPDATE",NULL,NULL,"inventoryitem",True
"9514","01-029953","UPDATE",NULL,NULL,"inventoryitem",True
"9515","05-70-7475","MURPHY PRESSURE TRANSMITTER, SPACE 400PSI","300","CONSUMABLE","inventoryitem",True
"9516","06.85.683-16","UPDATE",NULL,NULL,"inventoryitem",True
"9517","0R-7160","CAT: TURBO GP","4326.51",NULL,"inventoryitem",True
"9518","100-3245","100-3245","3.06",NULL,"inventoryitem",True
"9519","K-1-01-20275","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"952","2N-0931","GASKET  THERMO  3500","2.28","CONSUMABLE","inventoryitem",True
"9520","K-1-01-30375","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9521","1-01-30376","UPDATE","150",NULL,"inventoryitem",True
"9522","K-1-01-30376","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9523","K-1-01-30389","GEMINI: DISCHARGE VALVE KIT","143.31","CONSUMABLE","inventoryitem",True
"9524","K-1-01-30470","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9525","K-01-50450","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9526","K-1-01-5045","VALVE DISCHARGE KIT, 5-1/2"""" CP/FE","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9527","K-1-01-50470","GEMINI: SUCTION VALVE KIT, 10.0-10.5, A354","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9528","1-01-50481","UPDATE","200",NULL,"inventoryitem",True
"9529","K-1-01-50481","GEMINI; DISCHARGE VALVE KIT","139.23","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"953","2N-1068","CAT: ROD-CARB CAT",NULL,"ENGINE PROGRAM","inventoryitem",True
"9530","K-1-01-55100","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9531","K-1-01-55129","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9532","K-1-01-55130","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9533","K-1-01-55141","GEMINI; SUCTION VALVE KIT, 148CHT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9534","K-1-01-55142","GEMINI; CP DISCHARGE VALVE KIT, 1ST STG, 13-1/2","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9535","1-02922","UPDATE",NULL,NULL,"inventoryitem",True
"9536","1-029223","1-029223","70.04",NULL,"inventoryitem",True
"9537","1-030661","UPDATE","235",NULL,"inventoryitem",True
"9538","10PS-182","UPDATE",NULL,NULL,"inventoryitem",True
"9539","1-103523","UPDATE",NULL,NULL,"inventoryitem",True
"954","2N-2560","SEAL",NULL,"CONSUMABLE","inventoryitem",True
"9540","11-105621","GE FS504 ROD PACKING KIT","425",NULL,"inventoryitem",True
"9541","111-8015","CAT: 1.75MM THICK CYLINDER HEAD GASKET","62.97",NULL,"inventoryitem",True
"9542","1-20122","GASKET SEAT VLV 7""""CYL A352","0.52",NULL,"inventoryitem",True
"9543","163-5011","163-5011","97.39",NULL,"inventoryitem",True
"9545","1W-4264","CAT: SUPPORT A","478",NULL,"inventoryitem",True
"9546","K-2-01-0375","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9547","2-01-2075-K","UPDATE","150",NULL,"inventoryitem",True
"9548","2-01-30375","VALVE SUC 6.75-7.5 A354","420.81",NULL,"inventoryitem",True
"9549","K-2-01-30380","GEMINI: DISCHARGE VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"955","2N-2839","CAT: PLUG SPARK 3306 CAT CAN USE RN","34.91","CONSUMABLE","inventoryitem",True
"9550","K-2-01-30388","GEMINI; SUCTION VALVE KIT, CP/FE550, 5-3/4"", 77CT","64.05","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9551","2-01-30389-K","2-01-30389-K",NULL,"Admin","inventoryitem",False
"9552","2-01-50480","UPDATE",NULL,NULL,"inventoryitem",True
"9553","2-03-20297-K","GEMINI: DISCHARGE VALVE KIT, 4"" - 4-1/2""","97.22","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9554","K-2-03-30376","GEMINI: DISCHARGE VALVE KIT, 4""","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9555","2-03-30396","UPDATE",NULL,NULL,"inventoryitem",True
"9556","K-2-03-40057","GEMINI; VALVE KIT ","121.31","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9557","2065-100067","GEMINI: RING, RIDER, CR,CA-TFE,9.50,2 PC","58.25",NULL,"inventoryitem",True
"9558","216-PS-2988","CP WIPER GLAND ORING","1",NULL,"inventoryitem",True
"9559","260-PS-2988","ORING BUNA N 6.75 CP","0.79",NULL,"inventoryitem",True
"956","2N-3236","CAT: 1.46MM THICK EXHAUST MANIFOLD GASKET",NULL,"CONSUMABLE","inventoryitem",True
"9560","2N-8204","2N-8204","4.84",NULL,"inventoryitem",True
"9561","2P-1757","2P-1757","236.75",NULL,"inventoryitem",True
"9562","2P-2719","2P-2719","268.38",NULL,"inventoryitem",True
"9563","2RLEV-H-A-7","UPDATE",NULL,NULL,"inventoryitem",True
