"id","date","observerId","startWorkTimestamp","stopWorkTimestamp","operationCodes","operationCodesThirdParty","unitNumber","functionPerformed","region","whatWasFound","whatWasPerformed","engineHours","hoursWorked","shopOperationCodes"
"41445041","2024-05-30 17:43:02","6466345f6e67dd66cd2b5309","2024-05-30 12:46:00","2024-05-30 17:42:00","1007 - Indirect Time",NULL,NULL,"Field","South Permian",NULL,NULL,0,"4.94",NULL
"41444259","2024-05-30 17:23:54","65e76d61784d470014ac4360","2024-05-29 13:00:00","2024-05-29 21:05:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"8.08",NULL
"41443750","2024-05-30 17:10:46","64d909ba99ace619456bd0aa","2024-05-30 14:04:00","2024-05-30 17:09:00","2001 - Corrective Maintenance (Scheduled)",NULL,"8339","Field","East Texas",NULL,"Checking fluid levels dumps and kills on unit firing on spark plugs wires pressure washed unit added a little coolant to radiator drained rainwater out of oil tank containment",59361,"3.09",NULL
"41443495","2024-05-30 17:04:56","66030c4e9faa12001b18e156","2024-05-30 12:00:00","2024-05-30 17:00:00","2000 - Routine Maintenance (Scheduled)",NULL,"HC4031","Field","Pecos",NULL,"Routine PM",92932,"5",NULL
"41443415","2024-05-30 17:02:57","651d8112c57942001a976e6d","2024-05-30 12:30:00","2024-05-30 17:02:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N4981","Field","Midcon","Valve chair had broke","Drove to shop to pick up PM parts, drove to location, remove 1st stage suction cap and valve, drove to shop to look for replacement cap, drove to location, put valve back in, put valve cap on, start unit ",77785,"4.55",NULL
"41440803","2024-05-30 16:16:39","62e3fac12725d7003487fed7","2024-05-30 12:22:00","2024-05-30 16:16:00","2000 - Routine Maintenance (Scheduled)",NULL,"7595","Field","South Texas",NULL,"Drained and replaced engine oil and filter. Removed and replaced compressor oil filter. Removed and replaced spark plugs. Checked engine compression. Set engine valve lash. Replaced 2 plug wires. Removed and cleaned air filter. Checked wiring. Washed unit. Started and loaded unit",68466,"3.91",NULL
"41440132","2024-05-30 16:04:17","6543d393a15c120042d16c23","2024-05-30 12:00:00","2024-05-30 16:04:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC90022","Field","Pecos",NULL,"Came to do a hot alignment but unit was down on low comp oil level. oil feed ball valve was closed. Opened oil feed, topped off oil, repaired comp pre lube, repaired dump pressure feed, brought unit online. ",19934,"4.07",NULL
"41438893","2024-05-30 15:45:48","65805e886dd558002c05d7a9","2024-05-30 11:57:00","2024-05-30 15:45:00","2000 - Routine Maintenance (Scheduled)",NULL,"HC11226","Field","Midcon",NULL,"Replace engine oil and filter, replace spark plugs and run overhead, blow out air filter, grease, clean breathers, diaphragm and screens, remove guard and blow out radiator, reinstall guard, start and put online ",77116,"3.81",NULL
"41443519","2024-05-30 17:05:48","621d02f3b1acc9410c52a2b6","2024-05-30 12:00:00","2024-05-30 17:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC21001","Field","Pecos",NULL,"Replaced faulty relays ",NULL,"5",NULL
"41435998","2024-05-30 15:12:08","64e61f0cecacbe6938dbe730","2024-05-30 11:57:00","2024-05-30 15:12:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC90072","Field","Midcon",NULL,"I shut down and blew down unit, I ended up spotting that they brought the wrong tire to the unit. So he had to run back to kingfisher to get the right one. ",29130,"3.24",NULL
"41431190","2024-05-30 14:13:29","621d02f3b1acc9410c52a2c5","2024-05-30 11:56:00","2024-05-30 14:13:00","2001 - Corrective Maintenance (Scheduled)",NULL,"N7331","Field","South Texas",NULL,"Checked over unit before customer starts up this weekend, turn on oil tank, checked battery voltage 25.3v, calibrated 2 gauges in the panel, checked radiator and cooler for cleanliness, ",44693,"2.28",NULL
"41430564","2024-05-30 14:04:36","64d909ba99ace619456bd0aa","2024-05-30 12:05:00","2024-05-30 14:04:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"R1108","Field","East Texas",NULL,"Unit running checked temps and kills pumper. Pulled up on location said he was good with it. Did not want to shut down unit to check valves",91045,"1.98",NULL
"41425677","2024-05-30 13:01:22","63b44b10651be716f4938155","2024-05-29 22:00:00","2024-05-30 02:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N22301","Field","Carlsbad",NULL,"Found fuel pot with fluid in it and manually dumped then adjusted DVO. Looked at codes in CAT panel and saw a code related to DE3000 panel tie in. Looked at DE3000 board and cleaned fuse blades as they were tarnished badly. Put unit bol and found unit suction pressure at 57 psi and unit overloaded at 103%. Lowered suction psi to 50 psi.",12223,"4",NULL
"41424471","2024-05-30 00:10:53","64c7c6c34d2a6e1fba00fea3","2024-05-29 12:55:00","2024-05-30 00:10:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"11.25",NULL
"41422755","2024-05-30 12:23:58","65805e886dd558002c05d7a9","2024-05-29 12:00:00","2024-05-29 20:30:00",NULL,NULL,"HC90015","Shop","East Texas",NULL,"Build brackets for lifting engine ",0,"8","3001 - Make Ready"
"41412755","2024-05-30 10:16:03","66461d6760ebff002554ebcc","2024-05-29 11:00:00","2024-05-29 23:00:00","1007 - Indirect Time",NULL,NULL,"Field","North Permian",NULL,NULL,0,"12",NULL
"41409251","2024-05-30 05:54:43","621d02f5b1acc9410c52a31a","2024-05-29 12:36:00","2024-05-30 03:53:00",NULL,"2102 - Third Party - Call-out Repair/Maintenance (Non-scheduled)",NULL,"Field","Midcon",NULL,"Checked the coolant level. There was not much coolant in the cooling system. Checked the coolant level kill, the micro switch from the level kill needed adjustment. Adjusted the coolant level kill. Filled up the cooling system with water to check for leaks. The piece of radiator hose that is on top of the thermostat housing had a hole. Drained out some of the water and replaced the damaged hose. Filled up the cooling system and started up the unit. Checked for other leaks and also checked the temperature throughout the entire cooling system. The exhaust manifold was running very hot and all of the spark plug adapters were leaking water. Drained out the water. Pulled off the exhaust manifold and checked it for leaks, the exhaust manifold had a crack in the inside. Took off the spark plug adapters. The O-rings from the spark plug adapters were all coming apart. Checked the engine head for cracks. The engine head looked good. There wasn’t any coolant in the cylinders or in the oil pan. Called the foreman for the approval to replace the exhaust manifold. Got the approval and ordered the parts. Pulled off the oil cooler and cleaned it, it was covered with burnt antifreeze. Took apart the entire cooling system and flushed it. Took all of the plugs from the coolant section of the cooler and cleaned out all of the cooler tubes. Power washed the reservoir , coolant pipes and engine. Changed the O-rings and gaskets from the spark plug adapters.  Installed the new exhaust manifold. Replaced the thermostat . Replaced the oil cooler hose. Filled up the cooling system with water and ran the unit for about 30 minutes. Drained out the water and filled it back up with new coolant. Started up the unit and got it back online. Bled the cooling system. Monitored the unit for 30 minutes.",67483,"15.29",NULL
"41408908","2024-05-30 05:04:16","62584fa86c4ccb00228a55f7","2024-05-29 19:00:00","2024-05-30 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90013","Field","South Permian",NULL,"Drove to location. I washed the skit of the unit and was checking the oil and coolant levels then drove to refill the water tank returned the unit and continued washing, then finished and drove to drop off the trailer and then drove home and that was it for today.",73902,"5",NULL
"41408898","2024-05-30 05:02:51","6537d6bfccf8ba0013d69364","2024-05-29 18:00:00","2024-05-30 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC21402","Field","South Permian","In calibrated  throttle actuator ","Unit will not run for long time goes down on cat fail. Repaired the oil pressure sensor plug with new pins. Also the unit was swinging really bad would take a load. Removed engine throttle actuator and cleaned connector calibrated and checked the throttle plate all looks good. Removed fuel lines and checked for obstruction also cleaned the Oz regulator. Started unit and it took every bit of a load. Shut back down and changed 2 1st stage discharge valves and 1 suction. ",20814,"6",NULL
"41408759","2024-05-30 04:40:06","62584fa86c4ccb00228a55f7","2024-05-29 13:00:00","2024-05-29 19:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC15117","Field","South Permian",NULL,"Drove to location and checked coolant and oil levels. Then washed the unit and made sure there wasn't any leaks. Drove to shop to pick up parts and kits for PM. Went to Connex to drop them off then drove to another location. ",52536,"6",NULL
"41408421","2024-05-30 03:56:47","65fda11e1a7f7d919d0070a8","2024-05-29 11:00:00","2024-05-29 23:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90014","Field","North Permian",NULL,"Pm on unit. Inspected unit kills. Verified kills were operating properly. Shut unit down. LOTO. R/R air filters, spark plugs, frame filters, engine oil filters, and transformer seals. Adjusted bridges and valves. Checked compression. Removed LOTO. Restarted unit and let it warm up. Loaded per nova procedure. Pressure washed unit. Verified unit was running with no issues. ",111530,"12",NULL
"41320598","2024-05-28 14:41:51","651d805225a7cc0042f5b9e2","2024-05-13 13:00:00","2024-05-13 17:43:00","1007 - Indirect Time",NULL,NULL,"Field","East Texas",NULL,NULL,0,"4.73",NULL
"41419204","2024-05-30 11:42:38","62589899b6d35f00298f51eb","2024-05-31 02:20:00","2024-05-31 04:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90014","Field","North Permian","Unit went down on cyl 8 detonation, nox sensor is faulty ","Went to unit, blew down unit 
Over looked unit, 
Started and loaded unit 
Monitored unit, left location. Starting to storm.",111540,"2.17",NULL
"41409763","2024-05-30 07:10:30","6543d393a15c120042d16c23","2024-05-30 02:27:00","2024-05-30 07:10:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90038","Field","South Permian",NULL,"Got called that turbo was bad checked over unit and locked out unit unit was left down ",NULL,"4.71",NULL
"41408249","2024-05-30 03:45:17","6543d393a15c120042d16c23","2024-05-29 17:55:00","2024-05-29 23:20:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90104","Field","South Permian",NULL,"Went to Lynda to help trouble shoot but when I got there I was told to head to the Burk units and fix a leak. Got the parts and headed out to the unit. Once I arrived I went to see what the leak was on and where it was at on the discharge pressure sensing line. Once I found the leak. I shut the unit down and removed the line and cut out the part that was leaking and installed a connector. I then checked the rest of the line and also the line that it was rubbing against and found nothing. I started unit back up and noticed the 1st stage discharge pressure sensing line was only reading 82-83 psi and not moving. I checked valve temps and found some hot valve but looked around and couldn’t find valve kits to get them fixed. After that I shut the line off and removed it. Once I removed it, it shot out trash and when I reconnected it and opening the valve for the line again the screen was showing the correct pressures. Monitored unit to make sure everything else was good and it was. Just needs valve kits which were with someone else that had ordered them to fix. ",35225,"5.41",NULL
"41408180","2024-05-30 03:36:28","6543d393a15c120042d16c23","2024-05-29 12:51:00","2024-05-29 17:55:00","2000 - Routine Maintenance (Scheduled)",NULL,"HC90050","Field","South Permian",NULL,"Performed PM, checked dumps and kills. Checked fluid levels and for fluid leaks. Greased unit and checked valve temps. Shut unit down and removed the spark plugs and checked compression. Checked valve clearance. Changed oil filters on engine and compressor. Changed out air filter",44526,"5.06",NULL
"41408027","2024-05-30 03:28:55","643ef71b9a47f22e66c81778","2024-05-29 22:00:00","2024-05-30 01:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90038","Field","North Permian",NULL,"See attachment ",37339,"3",NULL
"41407885","2024-05-30 03:18:05","643ef71b9a47f22e66c81778","2024-05-29 12:00:00","2024-05-29 20:00:00","2000 - Routine Maintenance (Scheduled)",NULL,"HC90014","Field","North Permian",NULL,"See attachment ",111530,"8",NULL
"41407807","2024-05-30 03:11:05","62f27e5c36dc3e0038df67fa","2024-05-29 18:15:00","2024-05-30 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC15097","Field","South Permian",NULL,"Came to unit and began taking measurements of fuel hoses for replacement. Performed inspections on all p dog units. Left early to complete safety refresher course. ",55730,"5.76",NULL
"41407711","2024-05-30 03:03:33","6466345f6e67dd66cd2b5309","2024-05-29 22:15:00","2024-05-30 01:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC12009","Field","South Permian",NULL,"Drove to unit to assist Chepe. Unit kept popping fuses. Traced short to ground. We ended up unplugging every sensor and actuator . Found shorted wire in harness. Repaired harness. Start and load unit. Monitored unit put unit back online ",59676,"3.25",NULL
"41407609","2024-05-30 02:52:58","621d02f4b1acc9410c52a304","2024-05-29 14:30:00","2024-05-29 23:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90022","Field","Pecos","all thread on 3rd stage discharge bottle to short. right size ordered.","Put unit online and monitor run time, shut down and cleaned witch's hat. Back online and monitored",19393,"9",NULL
"41407510","2024-05-30 02:44:45","64be9293d251fd0a92ec5882","2024-05-29 13:01:00","2024-05-29 20:43:00","2000 - Routine Maintenance (Scheduled)",NULL,"R1703","Field","Midcon",NULL,"Went pm unit did checks shut down did checks Loto changed oil oil filters spark plugs vc gaskets air filter ran valves and bridges checked compression checked carburetor n oz reg checked belts greased bearings cleaned breathers checked screens started loaded unit",11035,"7.72",NULL
"41407453","2024-05-30 02:39:20","621d02f3b1acc9410c52a2c5","2024-05-29 15:01:00","2024-05-30 02:00:00","3000 - Mobilization/Demobilization",NULL,"N11622","Field","South Texas",NULL,"Set the unit, run the coupling, mounted the muffler and exhaust pipe, filled engine and frame with oil, filled engine with coolant, checked for leaks",78258,"10.99",NULL
"41407367","2024-05-30 02:28:48","6537d6bfccf8ba0013d69364","2024-05-29 13:00:00","2024-05-29 18:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90038","Field","South Permian","Did not see any issues with turbo. Besides blades had nics started unit no sign of smoke. Left unit on light load. ","Checked turbo removed the elbow and inspected did not see any oil. Or leaks. Removed drain line and checked the oil supply. I cranked engine with bucket under accumulator line to make sure it was getting oil oil was present.",37336,"5",NULL
"41407279","2024-05-30 02:22:00","621d02f4b1acc9410c52a2dd","2024-05-29 12:00:00","2024-05-29 20:30:00",NULL,NULL,"HC90015","Shop","East Texas",NULL,"Assembly of parts for rebuild of block ",0,"8","3001 - Make Ready"
"41407222","2024-05-30 02:15:05","6466345f6e67dd66cd2b5309","2024-05-29 17:58:00","2024-05-29 22:13:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC21402","Field","South Permian",NULL,"Drove to unit to repair oil pressure harness. We utilized Mario’s deutch connector kit to repair plug. After repair the plug. We start and load unit. Pre and post oil pressure was reading normal with 2 pound difference. Monitored w. Put unit back online ",20814,"4.26",NULL
"41407025","2024-05-30 01:59:58","655b7633cc25eb005841560d","2024-05-29 17:38:00","2024-05-29 23:03:00","2000 - Routine Maintenance (Scheduled)",NULL,"N604755","Field","East Texas",NULL,"Pm",71187,"5.42",NULL
"41406999","2024-05-30 01:58:03","6466345f6e67dd66cd2b5309","2024-05-29 12:20:00","2024-05-29 17:57:00","1007 - Indirect Time",NULL,NULL,"Field","South Permian",NULL,NULL,0,"5.61",NULL
"41406432","2024-05-30 01:21:06","651d805225a7cc0042f5b9e2","2024-05-29 11:08:00","2024-05-30 01:20:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N9014","Field","East Texas","Burnt valves on first and third head on left bank","Replaced two heads on left bank",20803,"14.21",NULL
"41407514","2024-05-30 02:45:02","641874a667c4531ea151849a","2024-05-30 01:00:00","2024-05-30 03:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90060","Field","North Permian","See above ","Unit is flooding at start up. Parts are supposed to be in and will replace to help issue. Pre lube stopped working and tried to bypass to get unit to run overnight for customer. Will continue to troubleshoot tomorrow. Also make repairs as well. Unit is down. No readings available and customer notified ",NULL,"2",NULL
"41407511","2024-05-30 02:44:50","621d02f4b1acc9410c52a303","2024-05-29 20:52:00","2024-05-30 02:44:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90172","Field","Carlsbad",NULL,"Drove to Apollo b helped Dylan get it loaded and tuned. Drove to Poseidon opened up heads on the j for boroscoping pulled apart carburetor on the LE and set the throttle clock. Found a bad turbo. Assessed Prometheus for misfire shut down codes and found a coil going bad",NULL,"5.87",NULL
"41407931","2024-05-30 03:20:43","643ef71b9a47f22e66c81778","2024-05-29 20:00:00","2024-05-29 22:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90057","Field","North Permian",NULL,"See attachments ",NULL,"2",NULL
"41407770","2024-05-30 03:07:19","62f27e5c36dc3e0038df67fa","2024-05-29 13:00:00","2024-05-29 18:15:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N21013","Field","South Permian",NULL,"Came to unit amd assisted in removing head, piston, liner and rod to prep for new install. Waiting on parts",NULL,"5.25",NULL
"41406373","2024-05-30 01:16:44","621d02f4b1acc9410c52a2e6","2024-05-29 11:19:00","2024-05-30 01:16:00","2001 - Corrective Maintenance (Scheduled)",NULL,"N9014","Field","East Texas",NULL,"Replaced two heads ",20804,"13.95",NULL
"41406337","2024-05-30 01:14:50","643ef71b9a47f22e66c81778","2024-05-28 12:00:00","2024-05-28 16:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC90029","Field","North Permian",NULL,"See attachment ",94796,"4",NULL
"41406094","2024-05-30 01:06:38","6627debfbc2c1500259e9164","2024-05-29 11:56:00","2024-05-30 01:06:00","3004 - Major Maintenance - Zero Hour",NULL,"N805553","Field","South Texas",NULL,"Engine swing ",77002,"13.16",NULL
"41405767","2024-05-30 00:47:32","621d02f4b1acc9410c52a30f","2024-05-29 18:32:00","2024-05-29 21:47:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC21404","Field","Midcon",NULL,"Drove to unit. Broke down air filter housing. Transferred studs to new back piece. Removed coverings from fuel diaphragms. Mounted new back piece with new gasket. Mounted housing with new gasket. Installed air filter and lid. Taped up opening due to being shut in. Drove home. ",44820,"3.25",NULL
"41405637","2024-05-30 00:40:01","621d02f4b1acc9410c52a30f","2024-05-29 11:56:00","2024-05-29 18:32:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N15015","Field","Midcon",NULL,"Refueled truck then drove to unit. Noticed low on coolant. Drained remainder coolant. Removed top line to kill and blew out. Flushed radiator with water until clear water came out. Added soap to flush. Removed spark plugs to make sure coolant not leaking in cylinders. After pulling noticed #5 had water coming out of spark plug hole. Removed manifold enough to pull back and noticed water coming from manifold. Called in parts. Removed manifold and cleaned surfaces and fittings. Removed oil cooler. Noticed pretty clogged up. Cleaned out each port. Buffed all surfaces. Reinstalled oil cooler. Once manifold arrived mounted it. Installed gaskets and fittings. Hooked everything back up. Filled unit with water. Waited and monitored for any leaks. Replaced spark plugs. Washed radiator out. Unit had no gas going to it with all correct valves opened and controllers showing open but no gas. Informed pumper. ",49877,"6.61",NULL
"41405606","2024-05-30 00:38:43","640b5fd5ee88ef1fd69a0543","2024-05-29 13:06:00","2024-05-30 00:38:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"11.33",NULL
"41405418","2024-05-30 00:29:39","62e3fac12725d7003487fed7","2024-05-29 16:02:00","2024-05-29 23:36:00","3000 - Mobilization/Demobilization",NULL,"N11622","Field","South Texas",NULL,"Added oil too engine and frame. Added coolant too day tank. Ran coupling. Hooked up oil feed line and barrel.",78258,"7.56",NULL
"41405393","2024-05-30 00:27:45","6511e657a07ada0058eee951","2024-05-29 11:51:00","2024-05-30 00:27:00","3004 - Major Maintenance - Zero Hour",NULL,"N805553","Field","South Texas",NULL,"The Unit had an engine replaced due to high hours and issues with the other one the coolant aystem was also flushed and cleaned ",77002,"12.6",NULL
"41405320","2024-05-30 00:23:59","621d02f3b1acc9410c52a2b6","2024-05-29 18:00:00","2024-05-29 23:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC10149","Field","Pecos",NULL,"Troubleshoot lube no flow and perform PM. During PM found a cooler leak, had to remove louvers to find it, plugged leak, replaced louvers, unit BOL ",26559,"5.5",NULL
"41405316","2024-05-30 00:23:54","66030c4e9faa12001b18e156","2024-05-29 22:00:00","2024-05-30 00:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC4037","Field","Pecos",NULL,"Wash unit and checked for oil leaks",96776,"2",NULL
"41405015","2024-05-30 00:09:26","641874a667c4531ea151849a","2024-05-29 12:00:00","2024-05-30 00:00:00","2000 - Routine Maintenance (Scheduled)",NULL,"N90180","Field","North Permian","See above ","Please NOTE: Unit was down when arrived. We changed oil filters on compressor and engine. Changed air filters. Ran compression and adjusted valves. Found issues with valves ran before and set them correctly. Torqued bridges and rocker arms. Gapped, installed and torqued spark plugs. Replaced transformer o rings. Found broken valve cover and replaced it as well. Found ring gear damage due to starter, starter has been ordered and will replace. Also GSOV has been ordered and will be replaced. Had to pump coolant into unit due to leak. Also oil day tank was out of oil. Emergency delivery from ATLAS. They resolved their issue on their end for alarm and will not be an issue going forward. Could not get unit to start due to damaged starter. Also no readings available as well as PM checklist not fully complete. Will complete this tomorrow if parts are available. Customer notified and unit is down for further repairs ",41989,"12",NULL
"41404942","2024-05-30 00:06:28","65c3bb00b7b93c00170c76b0","2024-05-29 13:15:00","2024-05-30 00:06:00","3005 - Emissions/Panel Upgrades",NULL,"HC15012","Field","Midcon","Catalyst elements appear antifreeze poisoned, by green tent to the ash packed in the elements ","Change Catalyst elements, flash display &ECM, calibrate timing sensor, adjust AFR, shut unit back down reseal elements, start and put on line, adjust AFR, unit still running rich, will return and troubleshoot further ",54797,"10.85",NULL
"41404437","2024-05-29 23:49:34","6261bf8bcc9aad72ad3e6c14","2024-05-29 19:57:00","2024-05-29 23:49:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC12009","Field","South Permian",NULL,"Troubleshoot unit due to it had a bad connection on harness use the bolt meter to troubleshoot connection on endevices found the bad connection on buffer for the oil pressure sensor ",59676,"3.86",NULL
"41404416","2024-05-29 23:48:29","657b25a94bd47edc78221b56","2024-05-29 13:52:00","2024-05-29 23:48:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"9.92",NULL
"41397276","2024-05-29 20:51:25","635186dc68fcfc0bd238a0f1","2024-05-29 12:13:00","2024-05-29 20:51:00",NULL,NULL,NULL,"Administrative",NULL,NULL,NULL,0,"8.64",NULL
"41320423","2024-05-28 14:38:33","621d02f4b1acc9410c52a2e6","2024-05-13 13:00:00","2024-05-13 16:46:00","1007 - Indirect Time",NULL,NULL,"Field","East Texas",NULL,NULL,0,"3.77",NULL
"41405335","2024-05-30 00:24:33","663ce2438918890025bb34b3","2024-05-29 17:30:00","2024-05-29 23:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC18039","Field","North Permian",NULL,"Went with Luke to inspect unit . Found low coolant I the tank . Ordered coolant from atlas and ordered proper heat shield . Then came back to shop , to exchange heat shields.",NULL,"6",NULL
"41397313","2024-05-29 20:52:14","621d02f4b1acc9410c52a303","2024-05-29 13:48:00","2024-05-29 20:51:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N21701","Field","Carlsbad",NULL,"Met at connnex for briefing went to universal and got tensioner shaft bearings. Drove to location replaced shaft and bearings. Drilled small catch holes in shaft for bearing set screws. Lined the pulleys up with a board and level. Attached belts. Tightened pulley put on fan guard. Customers site is shut in so advised them it was ready and left it down",NULL,"7.06",NULL
"41405971","2024-05-30 00:59:03","6543d393a15c120042d16c23","2024-05-29 20:39:00","2024-05-30 00:30:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC18097","Field","Pecos",NULL,"Diagnose missing rate, found open manual dump, closed dump",NULL,"3.86",NULL
"41405402","2024-05-30 00:28:42","66300486070ea4001e4b67bd","2024-05-29 17:30:00","2024-05-29 23:30:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC18039","Field","North Permian",NULL,"Went with Luke to inspect unit found low coolant in tank ordered coolant from atlas and ordered proper heat shield then came back to shop to exchange heat shields ",NULL,"6",NULL
"41404315","2024-05-29 23:43:58","64ac0c5eb99adf6c5d9e09a8","2024-05-29 12:04:00","2024-05-29 23:43:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC4041","Field","Midcon","Plugged oil cooler and bad exhaust manifold and oil one to compressor thermostat leaking and bad water jumper line ","Unit was down and drove to location to change the exhaust manifold and pull the oil cooler. Pulled the exhaust manifold off and changed it number 4 hole was leaking coolant back into the head. Installed new exhaust manifold and remounted coils and found a broken line in the ferul on the water jumper. Drove and got parts and drove back to location and installed jumper line and then pulled oil cooler and swapped it for a good one and put it back together and filled unit up and washed it and then fixed the compressor oil leak on the hose that went to the thermostat housing and filter housing and then put unit bol. ",44174,"11.66",NULL
"41404270","2024-05-29 23:42:48","62accd1c33a91b3ce662516a","2024-05-29 11:54:00","2024-05-29 23:42:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N21310","Field","South Permian","Pad head piston and liner","Drove to location, helped rig up crane, disassemble the head and pulled it off , dropped oil pan , disassembled the Con rod pulled out piston had a really hard time taking the piston out, went ahead and pumped the old oil out of oil pan, went ahead and cleaned and inspected the other pistons and liners, also cleaned and inspected the manifold, cleaned water jumpers, waited for parts but eventually was informed that the parts will not be in today, informed customer that the unit will be down another day due to parts.",19969,"11.81",NULL
"41404248","2024-05-29 23:41:43","6297af63e88ab90022324f24","2024-05-29 15:00:00","2024-05-29 23:01:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC11046","Field","Midcon","Bolts broke between cyl and doghouse . Look like it hit liquids","Pulled valve and cyl off 1st stage",50562,"8.03",NULL
"41404170","2024-05-29 23:39:06","64d909ba99ace619456bd0aa","2024-05-29 17:02:00","2024-05-29 22:32:00","2000 - Routine Maintenance (Scheduled)",NULL,"7975","Field","East Texas",NULL,"Performed PM, run rack, changed oil and filters, changed spark plugs, repaired tubing leak on 1st stage dump, repaired stand on 2nd and 3rd stage cylinders, bolt was loose, tightened bolt, washed unit, cranked and monitored unit for 30 minutes.",52938,"5.51",NULL
"41404128","2024-05-29 23:37:42","6297af63e88ab90022324f24","2024-05-29 12:30:00","2024-05-29 15:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC80011","Field","Midcon","Thermocouple was reading wrong. ","Check valves and replace thermocouple",18450,"2.5",NULL
"41404014","2024-05-29 23:32:18","62f28749a16b490034de6a2d","2024-05-29 16:30:00","2024-05-29 22:32:00","2001 - Corrective Maintenance (Scheduled)",NULL,"HC90049","Field","South Texas",NULL,"Replaced oil pump with a new pump. Reinstalled aux water pump and hoses. Replaced oil filter. Topped off aux coolant tank. Spun unit over to make sure it had oil pressure. Started the unit and monitored oil pressure. Loaded the unit. Monitored unit for proper operation ",9414,"6.02",NULL
"41403945","2024-05-29 23:29:09","63b44b10651be716f4938155","2024-05-29 20:00:00","2024-05-29 22:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N22501","Field","Carlsbad",NULL,"Pressured up suction and found bad pressure transducer. Changed transmitter to a 0-300; it had a 0-1000 on it. Pulled program out of DE3000 and changed suction transmitter to match 0-300 and reloaded program. Put unit online ",12577,"2",NULL
"41403944","2024-05-29 22:02:28","63b44b10651be716f4938155","2024-05-29 13:00:00","2024-05-29 20:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"HC19319","Field","Carlsbad",NULL,"Went to site and pulled hose and called operations manager with measurements. Met and picked up hose. Installed hose and informed operator ready to start due to other work going on at site. Attempted to crank unit with operator but batteries were too run down. Went and got hot batteries another mechanic had on truck and installed. Started and loaded unit with operator when they were ready.",23046,"7",NULL
"41403483","2024-05-29 23:14:46","6261bf8bcc9aad72ad3e6c14","2024-05-29 11:00:00","2024-05-29 23:00:00","2002 - Call-out Repair/Maintenance (Non-scheduled)",NULL,"N90180","Field","North Permian",NULL,"Assisted Casey with pm ",41989,"12",NULL
