"status","unit_number","customer","location","county","state","engine","engine_family","engine_serial_num","afr","catalyst","catalyst_mm","oem_hp","nova_hp","engine_rpm","frame_rpm","compressor_frame","compressor_frame_family","compressor_frame_sn","stages","cylinder_size","package_mfg_date","engine_mfg_date","zero_hour_date","compressor_frame_rebuild","top_end","oil_provider","telemetry","coordinates","trailer_unit","unit_set_date","billing_start_date","billing_end_date","last_billing_date","on_off_contract","mtm_last_price_increase","salesperson","contract_type_tax","contract_type_oil","monthly_rate","recurring_discount","sales_tax","ad_valorem_heit","net_revenue","day_rate","origin","acq_eff_date","owned_leased","operational_region","finance_region","unit_profile_update_date","financial_sku","oem_hp_tranche","bd_comments","ops_comments","set_week","release_week"
"RENTED","N11100","AEXCO PETROLEUM INC","CROSSROADS 2-2H","ALFALFA","OK","CATERPILLAR - G3306NA","G3306NA","07Y03149",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD",NULL,"3","8.0 X 5.0 X 3.0","1994-01-01 00:00:00","1989-10-12 00:00:00","2021-08-22 11:33:00","2023-02-25 00:00:00","2023-07-21 00:00:00","ATLAS",NULL,"36.667048,-98.354999","NO","2023-03-15 00:00:00","2023-03-15 00:00:00","2024-03-14 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","3500","0","0","0","3500","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-HPD-3","101-400",NULL,NULL,"WEEK 11",NULL
"RENTED","N11158","TGNR TVL LLC","JCM 30-19 HC-1","LINCOLN","LA","CATERPILLAR - G3306NA","G3306NA","07Y04948",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD",NULL,"3","8.0 X 5.0 X 3.0","1994-01-01 00:00:00","1994-07-14 00:00:00","2022-03-03 07:00:00","2019-01-31 00:00:00","2022-03-03 07:00:00","ATLAS",NULL,NULL,"NO","2023-10-11 00:00:00","2023-10-12 00:00:00","2024-10-11 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","4150","0","0","0","4150","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-HPD-3","101-400",NULL,NULL,"WEEK 41",NULL
"RENTED","N11335","ZARVONA ENERGY LLC","FIST FULL OF DOLLARS NORTH 1","JASPER","TX","CATERPILLAR - G3406TA","G3406TA","4FD01505",NULL,"NO",NULL,"301",NULL,NULL,NULL,"ARIEL - JGA4","JGA4","F36876","3","7.5 X 5.125 X 7.5 X 3.375","1995-01-01 00:00:00","1995-01-01 00:00:00","2022-10-31 00:00:00","2023-08-02 00:00:00","2022-10-31 00:00:00","ATLAS","DETECHTION","30.848682, -94.114686","NO","2023-05-04 00:00:00","2023-05-08 00:00:00","2024-05-07 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","7250","0","0","0","7250","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3406TA-JGA4-3","101-400",NULL,NULL,"WEEK 18",NULL
"RENTED","N11358","VALENCE OPERATING CO","PUGH REESE HARRIS","PANOLA","TX","ARROW - VRG330","VRG330","MISSING45",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C4703","2","4.0 X 2.5","1994-01-01 00:00:00","1994-01-01 00:00:00","2021-08-19 00:00:00","2015-12-31 00:00:00","2021-08-19 00:00:00","ATLAS",NULL,"32.395525,-94.396091","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2056","0","0","0","2056","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"RENTED","N11384","VALENCE OPERATING CO","TWEENER","FREESTONE","TX","ARROW - VRG330","VRG330","P-664",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C-4762","2","4.0 X 2.5","1994-01-01 00:00:00","1994-01-01 00:00:00","2020-10-02 19:24:00","2012-11-30 00:00:00","2020-10-02 19:24:00","ATLAS",NULL,"31.25173,-96.14388","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2257","0","0","0","2257","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"RENTED","N11395","AMPLIFY ENERGY OPERATING LLC","DAVIS BLACKSTONE 1","POLK","TX","CATERPILLAR - G3306NA","G3306NA","07Y02343",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD",NULL,"2","6.5 X 4.0","1994-01-01 00:00:00","1986-02-24 00:00:00","2016-03-27 12:00:00","2015-06-30 00:00:00","2016-03-27 12:00:00","ATLAS",NULL,"30.693690,-94.704113","NO",NULL,NULL,"2019-02-28 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3487","0","0","0","3487","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-HPD-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N11483","DALLAS PRODUCTION INC","TRINITY RIVER GATHERING","LEON","TX","CATERPILLAR - G3306NA","G3306NA","07Y04477",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD","C-4861","2","5.5 X 3.0","1995-01-01 00:00:00","1993-06-15 00:00:00","2019-05-10 00:51:00","2019-06-30 00:00:00","2019-05-10 00:51:00","ATLAS","DETECHTION",NULL,"NO",NULL,"2023-01-01 00:00:00","2023-12-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3255","0","0","0","3255","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3306NA-HPD-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N11613","KINDER MORGAN INC","HCP STABILIZER COMPRESSION","COLORADO","TX","CATERPILLAR - G3406TA","G3406TA","4FD01928",NULL,"NO",NULL,"301",NULL,NULL,NULL,"ARIEL - JGA4","JGA4","F36826","3","7.5 X 5.125 X 7.5 X 3.375","1995-01-01 00:00:00","1999-02-25 00:00:00","2019-01-03 23:06:00","2023-03-15 00:00:00","2019-01-03 23:06:00","ATLAS",NULL,NULL,"NO",NULL,NULL,"2015-05-30 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","8729.99","0","0","0","8729.99","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406TA-JGA4-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11622","BAYTEX ENERGY USA, INC.","MARCIA 1H & SHELLEY 1H","LAVACA","TX","CATERPILLAR - G3406NA","G3406NA","4FD00617",NULL,"NO",NULL,"215","181","1800",NULL,"GEMINI - HPD","HPD","C-5246","3","8.0 X 5.5 X 3.5","1995-01-01 00:00:00","1994-02-11 00:00:00","2020-11-30 00:00:00","2023-11-10 00:00:00","2022-11-15 00:00:00","ATLAS",NULL,"29.22438,-97.12293","NO",NULL,NULL,"2021-02-28 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","6190","0","0","0","6190","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406NA-HPD-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11682","GEO SOUTHERN OPERATING II LLC","FOWLER #1","WASHINGTON","TX","CATERPILLAR - G3406NA","G3406NA","4FD00791",NULL,"NO",NULL,"215","181","1800",NULL,"GEMINI - HPD","HPD","C-5126","2","5.5 X 3.5","1995-01-01 00:00:00","1994-08-29 00:00:00","2022-09-15 00:00:00","2011-01-01 00:00:00","2022-09-15 00:00:00","ATLAS",NULL,"30.11587,-96.34599","NO",NULL,NULL,"2021-01-07 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","4756","0","0","0","4756","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406NA-HPD-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N11697","GEO SOUTHERN OPERATING II LLC","KRISTOF 1 H","FAYETTE","TX","CATERPILLAR - G3406TA","G3406TA","MISSING46",NULL,"NO",NULL,"301",NULL,NULL,NULL,"ARIEL - JGA4","JGA4","F36827","3","7.5 X 5.125 X 7.5 X 3.375","1995-01-01 00:00:00","1995-01-01 00:00:00","2022-11-20 00:00:00","2015-01-01 00:00:00","2022-11-20 00:00:00","ATLAS",NULL,"29.820912,-96.799159","NO",NULL,NULL,"2020-05-07 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","8354","0","0","0","8354","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406TA-JGA4-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11917","SANDRIDGE ENERGY INC","DRAKE 2015 1-2H","MAJOR","OK","CATERPILLAR - G3306NA","G3306NA","07Y03833",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","300020828","3","6.5 X 4.0 X 2.5","1996-01-01 00:00:00","1991-10-10 00:00:00","2018-05-11 19:39:00","2023-03-08 00:00:00","2023-02-15 00:00:00","ATLAS",NULL,"36.2317,-98.7795","NO","2023-05-23 00:00:00","2023-05-23 00:00:00","2024-05-22 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3400","0","0","0","3400","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,"WEEK 21",NULL
"IDLE","N11936",NULL,"BUFFALO, TX YARD","LEON","TX","CATERPILLAR - G3306NA","G3306NA","07Y02673",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD","C5512","3","5.5 X 5.0 X 3.0","1996-01-01 00:00:00","1987-10-29 00:00:00","2018-01-29 11:54:00","2017-10-31 00:00:00","2022-04-25 00:00:00","ATLAS",NULL,"31.42570152, -96.09476219","NO",NULL,NULL,"2021-10-31 00:00:00","2023-05-11 00:00:00","OFF","2023-04-01 00:00:00","DONNIS LEWIS","RENTAL","WET","0","0","0","0","0","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED",NULL,NULL,NULL,"G3306NA-HPD-3","101-400",NULL,NULL,NULL,"WEEK 19"
"RENTED","N11939","SHERIDAN PRODUCTION","HAGGARD 1H","HARRISON","TX","CATERPILLAR - G3306NA","G3306NA","07Y02987",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - HPD","HPD",NULL,"3","8.0 X 5.0 X 3.0","1997-01-01 00:00:00","1989-04-12 00:00:00","2019-09-17 07:18:00","2015-02-28 00:00:00","2019-09-17 07:18:00","ATLAS",NULL,"32.726814,-94.274673","NO",NULL,"2022-04-01 00:00:00","2023-03-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3552","0","0","0","3552","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-HPD-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11970","DECKER OPERATING CO LLC","ATHENS CP","HENDERSON","TX","CATERPILLAR - G3304NA","G3304NA","N4F02812",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C-5531","3","6.5 X 5.0 X 3.0","1997-01-01 00:00:00","1997-01-01 00:00:00","2011-08-31 00:00:00","2012-08-31 00:00:00","2011-08-31 00:00:00","ATLAS",NULL,"32.2521439, -95.8510344","NO",NULL,NULL,"2012-10-16 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3380.92","0","0","0","3380.92","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-MPD-3","0-100",NULL,NULL,NULL,NULL
"RENTED","N12217","MAGNOLIA OIL & GAS OPERATING","TRAILER UNIT","WASHINGTON","TX","CATERPILLAR - G3304NA","G3304NA","37Y02349",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - M302","M302","C-5739","3","6.5 X 4.0 X 2.5","1998-01-01 00:00:00","1993-12-07 00:00:00","2018-10-23 04:03:00","2016-07-31 00:00:00","2018-10-23 04:03:00","ATLAS",NULL,"30.27195, -96.71814","YES",NULL,NULL,"2004-05-12 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","4390","0","0","0","4390","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3304NA-M302-3","0-100",NULL,NULL,NULL,NULL
"RENTED","N12222","AETHON ENERGY OPERATING LLC","WHEELER 1","SAN AUGUSTINE","TX","CATERPILLAR - G3304NA","G3304NA","N4F02453",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - M302","M302","C-5754","3","6.5 X 4.0 X 2.5","1998-01-01 00:00:00","2007-02-15 00:00:00","2018-03-31 00:00:00","2023-04-20 00:00:00","2018-03-31 00:00:00","ATLAS",NULL,"31.608290, -94.212784","NO",NULL,NULL,"2019-06-30 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3141","0","0","0","3141","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-M302-3","0-100",NULL,NULL,NULL,NULL
"RENTED","N12250","DIVERSIFIED GAS AND OIL","SINCLAIR 14-11-19-18 1H","DEWEY","OK","CATERPILLAR - G3306NA","G3306NA","07Y05474",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","C-5794","3","8.0 X 5.0 X 3.0","1998-01-01 00:00:00","1998-01-01 00:00:00","2021-09-19 08:21:00","2017-03-31 00:00:00","2021-09-19 08:21:00","ATLAS",NULL,"36.114736,-99.081822","NO","2022-09-27 00:00:00","2023-10-01 00:00:00","2023-12-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3500","0","0","44.08","3455.92","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N12429","CPRP SERVICES LLC","BUD 3-12-1WXH","GARVIN","OK","CATERPILLAR - G3306NA","G3306NA","G6X04603",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","C5959","3","8.0 X 5.0 X 3.0","1998-01-01 00:00:00","2008-05-16 00:00:00","2023-03-15 00:00:00","2023-03-15 00:00:00","2023-03-15 00:00:00","ATLAS",NULL,"34.738787, -97.579310","NO","2023-09-27 00:00:00","2023-09-28 00:00:00","2024-09-27 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","DRY","3350","0","0","0","3350","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,"WEEK 39",NULL
"RENTED","N12531","AKG OPERATING COMPANY","PORTABLE UNIT","BURLESON","TX","CATERPILLAR - G3306NA","G3306NA","07Y01280",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","V5979","3","8.0 X 5.0 X 3.0","1998-01-01 00:00:00","1998-01-01 00:00:00","2021-01-06 10:36:00","2022-03-15 00:00:00","2023-05-15 00:00:00","ATLAS",NULL,"30.15032,-96.39209","NO",NULL,NULL,"2021-05-25 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3650","0","0","0","3650","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N30179","VALENCE OPERATING CO","SENESAC COTTON VALLE","RUSK","TX","CATERPILLAR - G3306NA","G3306NA","07Y01952",NULL,"NO",NULL,"145","130","1800",NULL,"ARIEL - JG2","JG2","F04734","3","7.125 X 3.0 X 4.75","1986-01-01 00:00:00","1985-01-25 00:00:00","2017-06-04 06:06:00","2012-04-30 00:00:00","2017-06-04 06:06:00","ATLAS",NULL,"32.395671,-94.396339","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","4273","0","0","0","4273","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-JG2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N70160","VALENCE OPERATING CO","CHANCELLOR","FREESTONE","TX","ARROW - VRG330","VRG330","386238",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C-3971","2","2.5 X 5.0","1992-01-01 00:00:00","1992-01-01 00:00:00","2017-01-31 00:00:00","2014-05-31 00:00:00","2017-01-31 00:00:00","ATLAS",NULL,"31.41592,-96.14277","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2117","0","0","0","2117","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"RENTED","N70333","CRESCENT PASS ENERGY LLC","PILOT DAVID GU 9H","HARRISON","TX","CATERPILLAR - G3304NA","G3304NA","N4F02304",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C-4881","3","6.5 X 3.0 X 5.0","1995-01-01 00:00:00","2006-08-23 00:00:00","2012-04-30 00:00:00","2012-04-30 00:00:00","2021-02-25 00:00:00","ATLAS",NULL,"32.679852,-94.247437","NO",NULL,NULL,"2017-02-28 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3476","0","0","0","3476","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-MPD-3","0-100","ASSIGNED FROM SABINE TO CRESCENT EFFECTIVE 4/21/21",NULL,NULL,NULL
"RENTED","N70365","VALENCE OPERATING CO","EAST WOODLAWN","HARRISON","TX","ARROW - VRG330","VRG330","384839",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C-5020","2","5.0 X 3.0","1995-01-01 00:00:00","1995-01-01 00:00:00","2016-08-31 00:00:00","2016-03-31 00:00:00","2016-08-31 00:00:00","ATLAS",NULL,"32.644285, -94.271092","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2258","0","0","0","2258","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"IDLE ON LOCATION","N70615","CRATON OPERATING","MCWHORTER 1 & 6","GREGG","TX","ARROW - VRG330","VRG330","P-3353HC",NULL,"NO",NULL,"68",NULL,NULL,NULL,"ARIEL - JGP2","JGP2","F01254","2","4.75 X 2.75","1982-01-01 00:00:00","1982-01-01 00:00:00","2018-02-28 00:00:00","2011-02-28 00:00:00","2018-02-28 00:00:00","ATLAS",NULL,NULL,"NO",NULL,"2022-05-01 00:00:00","2023-05-01 00:00:00","2023-07-20 00:00:00","OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","0","0","0","0","0","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED",NULL,NULL,NULL,"VRG330-JGP2-2","0-100",NULL,NULL,NULL,"WEEK 29"
"RENTED","N70646","CRESCENT PASS ENERGY LLC","OSCIE SIMMONS 1-23","CHEROKEE","TX","CATERPILLAR - G3306NA","G3306NA","07Y04044",NULL,"NO",NULL,"145","130","1800",NULL,"ARIEL - JGM2","JGM2","F-03400","3","7.5 X 3.0 X 5.5","1983-01-01 00:00:00","1992-01-31 00:00:00","2018-04-30 00:00:00","2014-04-30 00:00:00","2021-04-20 00:00:00","ATLAS",NULL,"31.768083, -95.113768","NO",NULL,NULL,"2010-06-14 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","4238","0","0","0","4238","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-JGM2-3","101-400","ASSIGNED FROM SABINE TO CRESCENT EFFECTIVE 4/21/21",NULL,NULL,NULL
"RENTED","N70948","CRESCENT PASS ENERGY LLC","PILOT 8H","HARRISON","TX","CATERPILLAR - G3304NA","G3304NA","37Y02230",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C-2733","3","2.5 X 4.0 X 5.0","1989-01-01 00:00:00","1993-06-23 00:00:00","2014-04-30 00:00:00","2014-04-30 00:00:00","2022-11-01 00:00:00","ATLAS",NULL,"32.675009,-94.251222","NO",NULL,NULL,"2017-02-28 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3476","0","0","0","3476","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-MPD-3","0-100","ASSIGNED FROM SABINE TO CRESCENT EFFECTIVE 4/21/21",NULL,NULL,NULL
"RENTED","N71262","VALENCE OPERATING CO","BAUM ESTATE","FREESTONE","TX","ARROW - VRG330","VRG330","MISSING47",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C-1965","2","4.0 X 2.5","1985-01-01 00:00:00","1985-01-01 00:00:00","2022-11-06 18:09:00","2011-01-31 00:00:00","2022-11-06 18:09:00","ATLAS",NULL,"31.730257,-96.292084","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2266","0","0","0","2266","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"RENTED","N71282","AETHON ENERGY OPERATING LLC","WHITTON","SAN AUGUSTINE","TX","ARROW - VRG330","VRG330","389983",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C-5615","3","5.0 X 2.5 X 4.0","1997-01-01 00:00:00","1997-01-01 00:00:00","2019-11-27 12:21:00","2020-05-31 00:00:00","2023-04-15 00:00:00","ATLAS",NULL,"31.583467,-94.15419","NO",NULL,NULL,"2018-06-30 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","2947","0","0","0","2947","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"VRG330-MPD-3","0-100",NULL,NULL,NULL,NULL
"RENTED","N71361","MILESTONE OPERATING INC","HICKSBAUGH","TYLER","TX","CATERPILLAR - G379NA","G379NA","72B01008",NULL,"NO",NULL,"330",NULL,NULL,NULL,"ARIEL - JGR2","JGR2","F17271","3","11.5 X 8.0 X 4.25","1983-01-01 00:00:00","1983-01-01 00:00:00","2019-07-25 01:48:00","2020-04-30 00:00:00","2019-07-25 01:48:00","ATLAS",NULL,"30.5590197, -94.3601628","NO",NULL,NULL,"2022-01-13 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","6900","0","0","0","6900","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G379NA-JGR2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N72072","CRATON OPERATING","PUGH MEADOWS WELLS CDP","GREGG","TX","CATERPILLAR - G3306TAA","G3306TAA","07Y03408",NULL,"NO",NULL,"203","171","1800",NULL,"GEMINI - HPD","HPD","C-4064","2","6.5 X 8.0","1992-01-01 00:00:00","1990-08-31 00:00:00","2011-12-31 00:00:00","2013-12-31 00:00:00","2011-12-31 00:00:00","ATLAS",NULL,"32.557117,-94.743973","NO",NULL,"2022-05-01 00:00:00","2023-05-01 00:00:00","2023-12-30 00:00:00","OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","4377","0","0","0","4377","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TAA-HPD-2","101-400",NULL,NULL,NULL,"WEEK 52"
"IDLE ON LOCATION","N72108","MAGNOLIA OIL & GAS OPERATING","PORTABLE","BRAZOS","TX","CATERPILLAR - G3304NA","G3304NA","37Y00500",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C-4489","3","5.0 X 4.0 X 2.5","1994-01-01 00:00:00","1994-01-01 00:00:00","2020-12-27 20:42:00","2012-08-31 00:00:00","2020-12-27 20:42:00","ATLAS",NULL,"30.32093,-96.05255","NO",NULL,NULL,"2014-04-21 00:00:00","2023-10-12 00:00:00","OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","0","0","0","0","0","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED",NULL,NULL,NULL,"G3304NA-MPD-3","0-100",NULL,NULL,NULL,"WEEK 41"
"RENTED","N72110","VALENCE OPERATING CO","KINGSTREE UNIT","HARRISON","TX","CATERPILLAR - G3306TA","G3306TA","07Y03492",NULL,"NO",NULL,"203","171","1800",NULL,"ARIEL - JGA2","JGA2","F04623","2","6.5 X 3.625","1986-01-01 00:00:00",NULL,"2023-02-15 00:00:00","2012-12-31 00:00:00","2023-02-15 00:00:00","ATLAS",NULL,"32.638583,-94.394674","NO",NULL,"2022-04-01 00:00:00","2024-03-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3262","0","0","0","3262","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TA-JGA2-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N72255","OLIPDP II LLC","EPSTEIN #13","POLK","TX","CATERPILLAR - G3306TA","G3306TA","07Y01729",NULL,"NO",NULL,"203","171","1800",NULL,"ARIEL - JGQ2","JGQ2","F12905","3","5.125 X 7.5 X 3.0","2013-01-01 00:00:00","2013-01-01 00:00:00","2021-06-29 00:00:00","2012-01-01 00:00:00","2023-05-15 00:00:00","ATLAS",NULL,"30.51041, -94.661902","NO",NULL,NULL,"2021-06-30 00:00:00",NULL,"OFF","2023-04-01 00:00:00","DONNIS LEWIS","RENTAL","WET","4650","0","0","0","4650","N","SEABISCUIT ACQUISITION","2021-02-10 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TA-JGQ2-3","101-400",NULL,NULL,NULL,NULL
